,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
1581,"Therefore, in this paper, we propose DeBBI to detect BBIs via cross-project testing and analysis, i.e., using the test suites of various client projects to detect library BBIs.",0,1,1,0,0,0
1582,"Since executing all the possible client projects can be extremely time consuming, DeBBI transforms the problem of cross-project BBI detection into a traditional information retrieval (IR) problem to execute the client projects with higher probability to detect BBIs earlier.",0,0,1,0,0,0
1583,"Furthermore, DeBBI considers project diversity and test relevance information for even faster BBI detection.",0,0,1,0,0,0
1584,The experimental results show that DeBBI can reduce the end-to-end testing time for detecting the first and average unique BBIs by 99.1% and 70.8% for JDK compared to naive cross-project BBI detection.,0,0,0,1,1,0
1585,"Also, DeBBI has been applied to other popular 3rd-party libraries.",0,0,0,1,0,0
1586,"To date, DeBBI has detected 97 BBI bugs with 19 already confirmed as previously unknown bugs.",0,0,0,0,1,0
1587,Continuous integration (CI) is a widely used practice in modern software engineering.,1,0,0,0,0,0
1588,"Unfortunately, it is also an expensive practice --- Google and Mozilla estimate their CI systems in millions of dollars.",1,0,0,0,0,0
1589,"In this paper, we propose a novel approach for reducing the cost of CI.",0,1,1,0,0,0
1590,The cost of CI lies in the computing power to run builds and its value mostly lies on letting developers find bugs early --- when their size is still small.,0,0,1,0,0,0
1591,"Thus, we target reducing the number of builds that CI executes by still executing as many failing builds as early as possible.",0,0,1,0,0,0
1592,"To achieve this goal, we propose SmartBuildSkip, a technique which predicts the first builds in a sequence of build failures and the remaining build failures separately.",0,0,1,0,0,0
1593,"SmartBuildSkip is customizable, allowing developers to select different preferred trade-offs of saving many builds vs. observing build failures early.",0,0,1,0,0,0
1594,"We evaluate the motivating hypothesis of SmartBuildSkip, its prediction power, and its cost savings in a realistic scenario.",0,0,0,1,0,0
1595,"In its most conservative configuration, SmartBuildSkip saved a median 30% of builds by only incurring a median delay of 1 build in a median of 15% failing builds.",0,0,0,0,1,0
1596,"Return-oriented programming (ROP) is an effective code-reuse attack in which short code sequences (i.e., gadgets) ending in a ret instruction are found within existing binaries and then executed by taking control of the call stack.",1,0,0,0,0,0
1597,"The shadow stack, control flow integrity (CFI) and code (re)randomization are three popular techniques for protecting programs against return address overwrites.",1,0,0,0,0,0
1598,"However, existing runtime rerandomization techniques operate on concrete return addresses, requiring expensive pointer tracking.",1,0,0,0,0,0
1599,"By adding one level of indirection, we introduce BarRA, the first shadow stack mechanism that applies continuous runtime rerandomization to abstract return addresses for protecting their corresponding concrete return addresses (protected also by CFI), thus avoiding expensive pointer tracking.",0,1,1,0,0,0
1600,"As a nice side-effect, BarRA naturally combines the shadow stack, CFI and runtime rerandomization in the same framework.",0,0,1,0,0,0
1601,"The key novelty of BarRA, however, is that once some abstract return addresses are leaked, BarRA will enforce the burn-after-reading property by rerandomizing the mapping from the abstract to the concrete return address space in the order of microseconds instead of seconds required for rerandomizing a concrete return address space.",0,0,1,0,0,0
1602,"As a result, BarRA can be used as a superior replacement for the shadow stack, as demonstrated by comparing both using the 19 C/C++ benchmarks in SPEC CPU2006 (totalling 2,047,447 LOC) and analyzing a proof-of-concept attack, provided that we can tolerate some slight binary code size increases (by an average of 29.44%) and are willing to use 8MB of dedicated memory for holding up to 220 return addresses (on a 64-bit platform).",0,0,0,1,1,0
1603,"Under an information leakage attack (for some return addresses), the shadow stack is always vulnerable but BarRA is significantly more resilient (by reducing an attacker's success rate to 1/220 on average).",0,0,0,0,1,0
1604,"In terms of the average performance overhead introduced, both are comparable: 6.09% (BarRA) vs. 5.38% (the shadow stack).",0,0,0,0,1,0
1605,"Software projects are increasingly forming social-technical ecosystems within which individual projects rely on the infrastructures or functional components provided by other projects, leading to complex inter-dependencies.",1,0,0,0,0,0
1606,"Through inter-project dependencies, a bug in an upstream project may have profound impact on a large number of downstream projects, resulting in cross-project bugs.",1,0,0,0,0,0
1607,This emerging type of bugs has brought new challenges in bug fixing due to their unclear influence on downstream projects.,1,0,0,0,0,0
1608,"In this paper, we present an approach to estimating the impact of a cross-project bug within its ecosystem by identifying the affected downstream modules (classes/methods).",0,1,1,0,0,0
1609,Note that a downstream project that uses a buggy upstream function may not be affected as the usage does not satisfy the failure inducing preconditions.,1,0,0,0,0,0
1610,"For a reported bug with the known root cause function and failure inducing preconditions, we first collect the candidate downstream modules that call the upstream function through an ecosystem-wide dependence analysis.",0,0,1,0,0,0
1611,"Then, the paths to the call sites of the buggy upstream function are encoded as symbolic constraints.",0,0,1,0,0,0
1612,"Solving the constraints, together with the failure inducing preconditions, identifies the affected downstream modules.",0,0,1,0,0,0
1613,"Our evaluation of 31 existing upstream bugs on the scientific Python ecosystem containing 121 versions of 22 popular projects (with a total of 16 millions LOC) shows that the approach is highly effective: from the 25490 candidate downstream modules that invoke the buggy upstream functions, it identifies 1132 modules where the upstream bugs can be triggered, pruning 95.6% of the candidates.",0,0,0,1,1,0
1614,The technique has no false negatives and an average false positive rate of 7.9%.,0,0,0,0,1,0
1615,Only 49 downstream modules (out of the 1132 we found) were reported before to be affected.,0,0,0,0,1,0
1616,A user's review of an app often describes the user's interactions with the app.,1,0,0,0,0,0
1617,"These interactions, which we interpret as mini stories, are prominent in reviews with negative ratings.",1,0,0,0,0,0
1618,"In general, a story in an app review would contain at least two types of events: user actions and associated app behaviors.",1,0,0,0,0,0
1619,Being able to identify such stories would enable an app's developer in better maintaining and improving the app's functionality and enhancing user experience.,1,0,0,0,0,0
1620,"We present Caspar, a method for extracting and synthesizing user-reported mini stories regarding app problems from reviews.",0,1,1,0,0,0
1621,"By extending and applying natural language processing techniques, Caspar extracts ordered events from app reviews, classifies them as user actions or app problems, and synthesizes action-problem pairs.",0,0,1,0,0,0
1622,Our evaluation shows that Caspar is effective in finding action-problem pairs from reviews.,0,0,0,0,1,0
1623,"First, Caspar classifies the events with an accuracy of 82.0% on manually labeled data.",0,0,0,0,1,0
1624,"Second, relative to human evaluators, Caspar extracts event pairs with 92.9% precision and 34.2% recall.",0,0,0,0,1,0
1625,"In addition, we train an inference model on the extracted action-problem pairs that automatically predicts possible app problems for different use cases.",0,0,0,1,0,0
1626,Preliminary evaluation shows that our method yields promising results.,0,0,0,0,1,0
1627,Caspar illustrates the potential for a deeper understanding of app reviews and possibly other natural language artifacts arising in software engineering.,0,0,0,0,0,1
1628,"Background: Despite a lot of research on the effectiveness of Pair Programming (PP), the question when it is useful or less useful remains unsettled.",1,0,0,0,0,0
1629,Method: We analyze recordings of many industrial PP sessions with Grounded Theory Methodology and build on prior work that identified various phenomena related to within-session knowledge build-up and transfer.,0,0,1,1,0,0
1630,We validate our findings with practitioners.,0,0,0,1,0,0
1631,Result: We identify two fundamentally different types of required knowledge and explain how different constellations of knowledge gaps in these two respects lead to different session dynamics.,0,0,0,0,1,0
1632,Gaps in project-specific systems knowledge are more hampering than gaps in general programming knowledge and are dealt with first and foremost in a PP session.,0,0,0,0,1,0
1633,Conclusion: Partner constellations with complementary knowledge make PP a particularly effective practice.,0,0,0,0,0,1
1634,"In PP sessions, differences in system understanding are more important than differences in general software development knowledge.",0,0,0,0,0,1
1635,The engineering of high-quality software requirements generally relies on properties and assumptions about the environment in which the software-to-be has to operate.,1,0,0,0,0,0
1636,"Such properties and assumptions, referred to as environment conditions in this paper, are highly subject to change over time or from one software variant to another.",1,0,0,0,0,0
1637,"As a consequence, the requirements engineered for a specific set of environment conditions may no longer be adequate, complete and consistent for another set.",1,0,0,0,0,0
1638,The paper addresses this problem through a tool-supported requirements adaptation technique.,0,1,1,0,0,0
1639,A goal-oriented requirements modelling framework is considered to make requirements' refinements and dependencies on environment conditions explicit.,0,0,1,0,0,0
1640,"When environment conditions change, an adapted goal model is computed that is correct with respect to the new environment conditions.",0,0,1,0,0,0
1641,The space of possible adaptations is not fixed a priori; the required changes are expected to meet one or more environment-independent goal(s) to be satisfied in any version of the system.,0,0,1,0,0,0
1642,"The adapted goal model is generated using a new counterexample-guided learning procedure that ensures the correctness of the updated goal model, and prefers more local adaptations and more similar goal models.",0,0,1,0,0,0
1643,Static analysis is increasingly used by companies and individual code developers to detect and fix bugs and security vulnerabilities.,1,0,0,0,0,0
1644,"As programs grow more complex, the analyses have to support new code concepts, frameworks and libraries.",1,0,0,0,0,0
1645,"However, static-analysis code itself is also prone to bugs.",1,0,0,0,0,0
1646,"While more complex analyses are written and used in production systems every day, the cost of debugging and fixing them also increases tremendously.",1,0,0,0,0,0
1647,"To understand the difficulties of debugging static analysis, we surveyed 115 static-analysis writers.",0,0,1,1,0,0
1648,"From their responses, we determined the core requirements to build a debugger for static analyses, which revolve around two main issues: abstracting from both the analysis code and the code it analyses at the same time, and tracking the analysis internal state throughout both code bases.",0,0,0,0,1,0
1649,Most tools used by our survey participants lack the capabilities to address both issues.,0,0,0,0,1,0
1650,"Focusing on those requirements, we introduce Visuflow, a debugging environment for static data-flow analysis.",0,1,0,0,0,0
1651,Visuflow features graph visualizations and custom breakpoints that enable users to view the state of an analysis at any time.,0,0,1,0,0,0
1652,"In a user study on 20 static-analysis writers, Visuflow helped identify 25 and fix 50 percent more errors in the analysis code compared to the standard Eclipse debugging environment.",0,0,0,1,1,0
1653,Selecting reviewers for code changes is a critical step for an efficient code review process.,1,0,0,0,0,0
1654,Recent studies propose automated reviewer recommendation algorithms to support developers in this task.,1,0,0,0,0,0
1655,"However, the evaluation of recommendation algorithms, when done apart from their target systems and users (i.e., code review tools and change authors), leaves out important aspects: perception of recommendations, influence of recommendations on human choices, and their effect on user experience.",1,0,0,0,0,0
1656,This study is the first to evaluate a reviewer recommender in vivo.,0,0,1,0,0,0
1657,"We compare historical reviewers and recommendations for over 21,000 code reviews performed with a deployed recommender in a company environment and set out to measure the influence of recommendations on users' choices, along with other performance metrics.",0,0,0,1,0,0
1658,"Having found no evidence of influence, we turn to the users of the recommender.",0,0,0,0,1,0
1659,"Through interviews and a survey we find that, though perceived as relevant, reviewer recommendations rarely provide additional value for the respondents.",0,0,0,1,1,0
1660,We confirm this finding with a larger study at another company.,0,0,0,0,1,0
1661,The confirmation of this finding brings up a case for more user-centric approaches to designing and evaluating the recommenders.,0,0,0,0,0,1
1662,"Finally, we investigate information needs of developers during reviewer selection and discuss promising directions for the next generation of reviewer recommendation tools.",0,0,1,0,0,0
1663,Abbreviations are widely used in identifiers.,1,0,0,0,0,0
1664,"However, they have severe negative impact on program comprehension and IR-based software maintenance activities, e.g., concept location, software clustering, and recovery of traceability links.",1,0,0,0,0,0
1665,"Consequently, a number of efficient approaches have been proposed successfully to expand abbreviations in identifiers.",1,0,0,0,0,0
1666,"Most of such approaches rely heavily on dictionaries, and rarely exploit the specific and fine-grained context of identifiers.",1,0,0,0,0,0
1667,"As a result, such approaches are less accurate in expanding abbreviations (especially short ones) that may match multiple dictionary words.",1,0,0,0,0,0
1668,"To this end, in this paper we propose an automatic approach to improve the accuracy of abbreviation expansion by exploiting the specific and fine-grained context.",0,1,0,0,0,0
1669,"It focuses on a special but common category of abbreviations (abbreviations in parameter names), and thus it can exploit the specific and fine-grained context, i.e., the type of the enclosing parameter as well the corresponding formal (or actual) parameter name.",0,0,1,0,0,0
1670,The recent empirical study on parameters suggest that actual parameters are often lexically similar to their corresponding formal parameters.,0,0,0,1,0,0
1671,"Consequently, it is likely that an abbreviation in a formal parameter can find its full terms in the corresponding actual parameter, and vice versa.",0,0,1,0,0,0
1672,"Based on this assumption, a series of heuristics are proposed to look for full terms from the corresponding actual (or formal) parameter names.",0,0,0,1,0,0
1673,"To the best of our knowledge, we are the first to expand abbreviations by exploiting the lexical similarity between actual and formal parameters.",0,0,0,1,0,0
1674,We also search for full terms in the data type of the enclosing parameter.,0,0,1,0,0,0
1675,"Only if all such heuristics fail, the approach turns to the traditional abbreviation dictionaries.",0,0,1,0,0,0
1676,We evaluate the proposed approach on seven well known open-source projects.,0,0,0,1,0,0
1677,"Evaluation results suggest that when only parameter abbreviations are involved, the proposed approach can improve the precision from 26 to 95 percent and recall from 26 to 65 percent compared against the state-of-the-art general purpose approach.",0,0,0,0,1,0
1678,"Consequently, the proposed approach could be employed as a useful supplement to existing approaches to expand parameter abbreviations.",0,0,0,0,0,1
1679,Test adequacy criteria are widely used to guide test creation.,1,0,0,0,0,0
1680,"However, many of these criteria are sensitive to statement structure or the choice of test oracle.",1,0,0,0,0,0
1681,"This is because such criteria ensure that execution reaches the element of interest, but impose no constraints on the execution path after this point.",1,0,0,0,0,0
1682,We are not guaranteed to observe a failure just because a fault is triggered.,1,0,0,0,0,0
1683,"To address this issue, we have proposed the concept of observability-an extension to coverage criteria based on Boolean expressions that combines the obligations of a host criterion with an additional path condition that increases the likelihood that a fault encountered will propagate to a monitored variable.",0,1,0,0,0,0
1684,"Our study, conducted over five industrial systems and an additional forty open-source systems, has revealed that adding observability tends to improve efficacy over satisfaction of the traditional criteria, with average improvements of 125.98 percent in mutation detection with the common output-only test oracle and per-model improvements of up to 1760.52 percent.",0,0,0,1,1,0
1685,"Ultimately, there is merit to our hypothesis-observability reduces sensitivity to the choice of oracle and to the program structure.",0,0,0,0,0,1
1686,"We present Supa, a value-flow-based demand-driven flow- and context-sensitive pointer analysis with strong updates for C and C++ programs.",0,1,0,0,0,0
1687,"Supa enables computing points-to information via value-flow refinement, in environments with small time and memory budgets.",0,1,0,0,0,0
1688,"We formulate Supa by solving a graph-reachability problem on an inter-procedural value-flow graph representing a program's def-use chains, which are pre-computed efficiently but over-approximately.",0,0,1,0,0,0
1689,"To answer a client query (a request for a variable's points-to set), Supa reasons about the flow of values along the pre-computed def-use chains sparsely (rather than across all program points), by performing only the work necessary for the query (rather than analyzing the whole program).",0,0,1,0,0,0
1690,"In particular, strong updates are performed to filter out spurious def-use chains through value-flow refinement as long as the total budget is not exhausted.",0,0,1,0,0,0
1691,"We have implemented Supa on top of LLVM (4.0.0) together with a comprehensive micro-benchmark suite after a years-long effort (consisting of around 400 test cases, including hand-written ones and the ones extracted from real programs).",0,0,1,0,0,0
1692,"We have evaluated Supa by choosing uninitialized pointer detection and C++ virtual table resolution as two major clients, using 24 real-world programs including 18 open-source C programs and 6 large CPU2000/2006 C++ benchmarks.",0,0,0,1,0,0
1693,"For uninitialized pointer client, Supa achieves improved precision as the analysis budget increases, with its flow-sensitive (context-insensitive) analysis reaching 97.4 percent of that achieved by whole-program Sparse Flow-Sensitive analysis (SFS) by consuming about 0.18 seconds and 65 KB of memory per query, on average (with a budget of at most 10,000 value-flow edges per query).",0,0,0,0,1,0
1694,"With context-sensitivity also considered, Supa becomes more precise for some programs but also incurs more analysis times.",0,0,0,0,0,1
1695,"To further demonstrate the effectiveness of Supa, we have also evaluated Supa in resolving C++ virtual tables by querying the function pointers at every virtual callsite.",0,0,0,1,0,0
1696,"Compared to analysis without strong updates for heap objects, Supa's demand-driven context-sensitive strong update analysis reduces 7.35 percent spurious virtual table targets with only 0.4 secs per query, on average.",0,0,0,0,1,0
1697,"Developers always focus on delivering high-quality updates to improve, or maintain the rating of their apps.",1,0,0,0,0,0
1698,Prior work has studied user reviews by analyzing all reviews of an app.,1,0,0,0,0,0
1699,"However, this app-level analysis misses the point that users post reviews to provide their feedback on a certain update.",1,0,0,0,0,0
1700,"For example, two bad updates of an app with a history of good updates would not be spotted using app-level analysis.",1,0,0,0,0,0
1701,"In this paper, we examine reviews at the update-level to better understand how users perceive bad updates.",0,0,1,0,0,0
1702,"We focus our study on the top 250 bad updates (i.e., updates with the highest increase in the percentage of negative reviews relative to the prior updates of the app) from 26,726 updates of 2,526 top free-to-download apps in the Google Play Store.",0,0,0,1,0,0
1703,We find that feature removal and UI issues have the highest increase in the percentage of negative reviews.,0,0,0,0,1,0
1704,Bad updates with crashes and functional issues are the most likely to be fixed by a later update.,1,0,0,0,0,0
1705,"However, developers often do not mention these fixes in the release notes.",1,0,0,0,0,0
1706,Our work demonstrates the necessity of an update-level analysis of reviews to capture the feelings of an app's user-base about a particular update.,0,0,0,0,0,1
1707,Bug reports play an important role in the process of debugging and fixing bugs.,1,0,0,0,0,0
1708,"To reduce the burden of bug report managers and facilitate the process of bug fixing, a great amount of software engineering research has been invested toward automated bug report management techniques.",1,0,0,0,0,0
1709,"However, the verdict is still open whether such techniques are actually required and applicable outside the domain of theoretical research.",1,0,0,0,0,0
1710,"To fill this gap, we conducted a survey among 327 practitioners to gain their insights into various categories of automated bug report management techniques.",0,0,0,1,0,0
1711,"Specifically, we asked the respondents to rate the importance of such techniques and provide the rationale.",0,0,0,1,0,0
1712,"To get deeper insights into practitioners' perspective, we conducted follow-up interviews with 25 interviewees selected from the survey respondents.",0,0,0,1,0,0
1713,"Through the survey and the interviews, we gained a better understanding of the perceived usefulness (or its lack) of different categories of automated bug report management techniques.",0,0,0,0,1,0
1714,"Based on our findings, we summarized some potential research directions in developing techniques to help developers better manage bug reports.",0,0,0,0,0,1
1715,Finding good configurations of a software system is often challenging since the number of configuration options can be large.,1,0,0,0,0,0
1716,"Software engineers often make poor choices about configuration or, even worse, they usually use a sub-optimal configuration in production, which leads to inadequate performance.",1,0,0,0,0,0
1717,"To assist engineers in finding the better configuration, this article introduces Flash, a sequential model-based method that sequentially explores the configuration space by reflecting on the configurations evaluated so far to determine the next best configuration to explore.",0,1,0,0,0,0
1718,Flash scales up to software systems that defeat the prior state-of-the-art model-based methods in this area.,0,0,1,0,0,0
1719,Flash runs much faster than existing methods and can solve both single-objective and multi-objective optimization problems.,0,1,0,0,0,0
1720,The central insight of this article is to use the prior knowledge of the configuration space (gained from prior runs) to choose the next promising configuration.,0,0,1,0,0,0
1721,"This strategy reduces the effort (i.e., number of measurements) required to find the better configuration.",0,0,1,0,0,0
1722,We evaluate Flash using 30 scenarios based on 7 software systems to demonstrate that Flash saves effort in 100 and 80 percent of cases in single-objective and multi-objective problems respectively by up to several orders of magnitude compared to state-of-the-art techniques.,0,0,0,1,1,0
1723,A linter is a static analysis tool that warns software developers about possible code errors or violations to coding standards.,1,0,0,0,0,0
1724,"By using such a tool, errors can be surfaced early in the development process when they are cheaper to fix.",1,0,0,0,0,0
1725,"For a linter to be successful, it is important to understand the needs and challenges of developers when using a linter.",1,0,0,0,0,0
1726,"In this paper, we examine developers' perceptions on JavaScript linters.",0,0,1,0,0,0
1727,We study why and how developers use linters along with the challenges they face while using such tools.,0,0,1,0,0,0
1728,"For this purpose we perform a case study on ESLint, the most popular JavaScript linter.",0,0,0,1,0,0
1729,"We collect data with three different methods where we interviewed 15 developers from well-known open source projects, analyzed over 9,500 ESLint configuration files, and surveyed 337 developers from the JavaScript community.",0,0,0,1,0,0
1730,Our results provide practitioners with reasons for using linters in their JavaScript projects as well as several configuration strategies and their advantages.,0,0,0,0,1,0
1731,"We also provide a list of linter rules that are often enabled and disabled, which can be interpreted as the most important rules to reason about when configuring linters.",0,0,0,0,1,0
1732,"Finally, we propose several feature suggestions for tool makers and future work for researchers.",0,0,0,0,0,1
1733,"When multiple developers change a software system in parallel, these concurrent changes need to be merged to all appear in the software being developed.",1,0,0,0,0,0
1734,"Numerous merge techniques have been proposed to support this task, but none of them can fully automate the merge process.",1,0,0,0,0,0
1735,"Indeed, it has been reported that as much as 10 to 20 percent of all merge attempts result in a merge conflict, meaning that a developer has to manually complete the merge.",1,0,0,0,0,0
1736,"To date, we have little insight into the nature of these merge conflicts.",1,0,0,0,0,0
1737,"What do they look like, in detail?",1,0,0,0,0,0
1738,How do developers resolve them?,1,0,0,0,0,0
1739,Do any patterns exist that might suggest new merge techniques that could reduce the manual effort?,1,0,0,0,0,0
1740,"This paper contributes an in-depth study of the merge conflicts found in the histories of 2,731 open source Java projects.",0,0,1,1,0,0
1741,"Seeded by the manual analysis of the histories of five projects, our automated analysis of all 2,731 projects: (1) characterizes the merge conflicts in terms of number of chunks, size, and programming language constructs involved, (2) classifies the manual resolution strategies that developers use to address these merge conflicts, and (3) analyzes the relationships between various characteristics of the merge conflicts and the chosen resolution strategies.",0,0,1,1,0,0
1742,"Our results give rise to three primary recommendations for future merge techniques, that - when implemented - could on one hand help in automatically resolving certain types of conflicts and on the other hand provide the developer with tool-based assistance to more easily resolve other types of conflicts that cannot be automatically resolved.",0,0,0,0,0,1
1743,"With the advent of multicore processors, there is a great need to write parallel programs to take advantage of parallel computing resources.",1,0,0,0,0,0
1744,"However, due to the nondeterminism of parallel execution, the malware behaviors sensitive to thread scheduling are extremely difficult to detect.",1,0,0,0,0,0
1745,Dynamic taint analysis is widely used in security problems.,1,0,0,0,0,0
1746,"By serializing a multithreaded execution and then propagating taint tags along the serialized schedule, existing dynamic taint analysis techniques lead to under-tainting with respect to other possible interleavings under the same input.",1,0,0,0,0,0
1747,"In this paper, we propose an approach called DSTAM that integrates symbolic analysis and guided execution to systematically detect tainted instances on all possible executions under a given input.",0,1,0,0,0,0
1748,"Symbolic analysis infers alternative interleavings of an executed trace that cover new tainted instances, and computes thread schedules that guide future executions.",1,0,0,0,0,0
1749,Guided execution explores new execution traces that drive future symbolic analysis.,1,0,0,0,0,0
1750,"We have implemented a prototype as part of an educational tool that teaches secure C programming, where accuracy is more critical than efficiency.",0,1,0,0,0,0
1751,"To the best of our knowledge, DSTAM is the first algorithm that addresses the challenge of taint analysis for multithreaded program under fixed inputs.",0,0,1,0,0,0
1752,Successful software products evolve through a process of continual change.,1,0,0,0,0,0
1753,"However, this process may weaken the design of the software and make it unnecessarily complex, leading to significantly reduced productivity and increased fault-proneness.",1,0,0,0,0,0
1754,"Refactoring improves the software design while preserving overall functionality and behavior, and is an important technique in managing the growing complexity of software systems.",1,0,0,0,0,0
1755,Most of the existing work on software refactoring uses either an entirely manual or a fully automated approach.,1,0,0,0,0,0
1756,"Manual refactoring is time-consuming, error-prone and unsuitable for large-scale, radical refactoring.",1,0,0,0,0,0
1757,"On the other hand, fully automated refactoring yields a static list of refactorings which, when applied, leads to a new and often hard to comprehend design.",1,0,0,0,0,0
1758,"Furthermore, it is difficult to merge these refactorings with other changes performed in parallel by developers.",1,0,0,0,0,0
1759,"In this paper, we propose a refactoring recommendation approach that dynamically adapts and interactively suggests refactorings to developers and takes their feedback into consideration.",0,1,0,0,0,0
1760,Our approach uses NSGA-II to find a set of good refactoring solutions that improve software quality while minimizing the deviation from the initial design.,0,0,1,0,0,0
1761,These refactoring solutions are then analyzed to extract interesting common features between them such as the frequently occurring refactorings in the best non-dominated solutions.,0,0,1,0,0,0
1762,"Based on this analysis, the refactorings are ranked and suggested to the developer in an interactive fashion as a sequence of transformations.",0,0,1,0,0,0
1763,"The developer can approve, modify or reject each of the recommended refactorings, and this feedback is then used to update the proposed rankings of recommended refactorings.",0,0,1,0,0,0
1764,"After a number of introduced code changes and interactions with the developer, the interactive NSGA-II algorithm is executed again on the new modified system to repair the set of refactoring solutions based on the new changes and the feedback received from the developer.",0,0,1,0,0,0
1765,We evaluated our approach on a set of eight open source systems and two industrial projects provided by an industrial partner.,0,0,0,1,0,0
1766,Statistical analysis of our experiments shows that our dynamic interactive refactoring approach performed significantly better than four existing search-based refactoring techniques and one fully-automated refactoring tool not based on heuristic search.,0,0,0,0,1,0
1767,"Free/Libre and Open Source Software (FLOSS) communities are composed, in part, of volunteers, many of whom contribute infrequently.",1,0,0,0,0,0
1768,"However, these infrequent volunteers contribute to the sustainability of FLOSS projects, and should ideally be encouraged to continue participating, even if they cannot be persuaded to contribute regularly.",1,0,0,0,0,0
1769,"Infrequent contributions are part of a trend which has been widely observed in other sectors of volunteering, where it has been termed “episodic volunteering” (EV).",1,0,0,0,0,0
1770,"Previous FLOSS research has focused on the Onion model, differentiating core and peripheral developers, with the latter considered as a homogeneous group.",1,0,0,0,0,0
1771,"We argue this is too simplistic, given the size of the periphery group and the myriad of valuable activities they perform beyond coding.",0,0,1,0,0,0
1772,Our exploratory qualitative survey of 13 FLOSS communities investigated what episodic volunteering looks like in a FLOSS context.,0,0,0,1,0,0
1773,"EV is widespread in FLOSS communities, although not specifically managed.",0,0,0,0,1,0
1774,We suggest several recommendations for managing EV based on a framework drawn from the volunteering literature.,0,0,0,0,0,1
1775,"Also, episodic volunteers make a wide range of value-added contributions other than code, and they should neither be expected nor coerced into becoming habitual volunteers.",0,0,0,0,0,1
1776,"With the thriving of mobile app markets, third-party libraries are pervasively used in Android applications.",1,0,0,0,0,0
1777,"The libraries provide functionalities such as advertising, location, and social networking services, making app development much more productive.",1,0,0,0,0,0
1778,"However, the spread of vulnerable and harmful third-party libraries can also hurt the mobile ecosystem, leading to various security problems.",1,0,0,0,0,0
1779,"Therefore, third-party library identification has emerged as an important problem, being the basis of many security applications such as repackaging detection, vulnerability identification, and malware analysis.",1,0,0,0,0,0
1780,"Previously, we proposed a novel approach to identifying third-party Android libraries at a massive scale.",1,0,0,0,0,0
1781,Our method uses the internal code dependencies of an app to recognize library candidates and further classify them.,0,0,1,0,0,0
1782,"With a fine-grained feature hashing strategy, we can better handle code whose package and method names are obfuscated than historical work.",0,0,1,0,0,0
1783,"We have developed a prototypical tool called LibD and evaluated it with an up-to-date dataset containing 1,427,395 Android apps.",0,0,0,1,0,0
1784,"Our experiment results show that LibD outperforms existing tools in detecting multi-package third-party libraries with the presence of name-based obfuscation, leading to significantly improved precision without the loss of scalability.",0,0,0,0,1,0
1785,"In this paper, we extend our early work by investigating the possibility of employing effective and scalable library detection to boost the performance of large-scale app analyses in the real world.",0,1,0,0,0,0
1786,We show that the technique of LibD can be used to accelerate whole-app Android vulnerability detection and quickly identify variants of vulnerable third-party libraries.,0,0,0,0,1,0
1787,This extension paper sheds light on the practical value of our previous research.,0,0,0,0,0,1
1788,Application Programming Interfaces (APIs) represent key tools for software developers to build complex software systems.,1,0,0,0,0,0
1789,"However, several studies have revealed that even major API providers tend to have incomplete or inconsistent API documentation.",1,0,0,0,0,0
1790,"This can severely hamper the API comprehension and, as a consequence, the quality of the software built on them.",1,0,0,0,0,0
1791,"In this paper, we propose DRONE (Detect and Repair of dOcumentatioN dEfects), a framework to automatically detect and repair defects from API documents by leveraging techniques from program analysis, natural language processing, and constraint solving.",0,1,0,0,0,0
1792,"Specifically, we target at the directives of API documents, which are related to parameter constraints and exception handling declarations.",0,0,1,0,0,0
1793,"Furthermore, in presence of defects, we also provide a prototypical repair recommendation system.",0,1,0,0,0,0
1794,We evaluate our approach on parts of the well-documented APIs of JDK 1.8 APIs (including javaFX) and Android 7.0 (level 24).,0,0,0,1,0,0
1795,"Across the two empirical studies, our approach can detect API defects with an average F-measure of 79.9, 71.7, and 81.4 percent, respectively.",0,0,0,1,1,0
1796,The API repairing capability has also been evaluated on the generated recommendations in a further experiment.,0,0,0,1,0,0
1797,User judgments indicate that the constraint information is addressed correctly and concisely in the rendered directives.,0,0,0,0,0,1
1798,"To ensure the quality of its shared knowledge, Stack Overflow encourages users to revise answers through a badge system, which is based on quantitative measures (e.g., a badge is awarded after revising more than 500 answers).",1,0,0,0,0,0
1799,"Prior studies show that badges can positively steer the user behavior on Stack Overflow (e.g., increasing user participation).",1,0,0,0,0,0
1800,"However, little is known whether revision-related badges have a negative impact on the quality of revisions since some studies show that certain users may game incentive systems to gain rewards.",1,0,0,0,0,0
1801,"In this study, we analyze 3,871,966 revision records that are collected from 2,377,692 Stack Overflow answers.",0,0,0,1,0,0
1802,We find that: 1) Users performed a much larger than usual revisions on the badge-awarding days compared to normal days; 25% of the users did not make any more revisions once they received their first revision-related badge.,0,0,0,0,1,0
1803,"2) Performing more revisions than usual in a single day increased the likelihood of such revisions being rolled back (e.g., due to undesired or incorrect revisions).",0,0,0,0,1,0
1804,3) Users were more likely to perform text and small revisions if they performed many revisions in a single day.,0,0,0,0,1,0
1805,"Our findings are concurred by the Stack Overflow community, and they highlight the need for changes to the current badge system in order to provide a better balance between the quality and quantity of revisions.",0,0,0,0,0,1
