,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
823,"By comparing the two groups of participants, we found that a single night of sleep deprivation leads to a reduction of 50 percent in the quality of the implementations.",0,0,0,0,1,0
824,There is notable evidence that the developers' engagement and their prowess to apply TFD are negatively impacted.,0,0,0,0,1,0
825,Our results also show that sleep-deprived developers make more fixes to syntactic mistakes in the source code.,0,0,0,0,1,0
826,We conclude that sleep deprivation has possibly disruptive effects on software development activities.,0,0,0,0,0,1
827,The results open opportunities for improving developers' performance by integrating the study of sleep with other psycho-physiological factors in which the software engineering research community has recently taken an interest in.,0,0,0,0,0,1
828,Informal language and the absence of a standard taxonomy for software technologies make it difficult to reliably analyze technology trends on discussion forums and other on-line venues.,1,0,0,0,0,0
829,We propose an automated approach called Witt for the categorization of software technologies (an expanded version of the hypernym discovery problem).,0,1,1,0,0,0
830,"Witt takes as input a phrase describing a software technology or concept and returns a general category that describes it (e.g., integrated development environment), along with attributes that further qualify it (commercial, php, etc.).",0,0,1,0,0,0
831,"By extension, the approach enables the dynamic creation of lists of all technologies of a given type (e.g., web application frameworks).",0,0,1,0,0,0
832,"Our approach relies on Stack Overflow and Wikipedia, and involves numerous original domain adaptations and a new solution to the problem of normalizing automatically-detected hypernyms.",0,0,1,0,0,0
833,"We compared Witt with six independent taxonomy tools and found that, when applied to software terms, Witt demonstrated better coverage than all evaluated alternative solutions, without a corresponding degradation in false positive rate.",0,0,0,1,1,0
834,Continuous Integration (CI) is a popular practice where software systems are automatically compiled and tested as changes appear in the version control system of a project.,1,0,0,0,0,0
835,"Like other software artifacts, CI specifications require maintenance effort.",1,0,0,0,0,0
836,"Although there are several service providers like TRAVIS CI offering various CI features, it is unclear which features are being (mis)used.",1,0,0,0,0,0
837,"In this paper, we present a study of feature use and misuse in 9,312 open source systems that use TRAVIS CI.",0,1,1,0,0,0
838,Analysis of the features that are adopted by projects reveals that explicit deployment code is rare-48.16 percent of the studied TRAVIS CI specification code is instead associated with configuring job processing nodes.,0,0,0,0,1,0
839,"To analyze feature misuse, we propose HANSEL-an anti-pattern detection tool for TRAVIS CI specifications.",0,0,1,0,0,0
840,"We define four anti-patterns and HANSEL detects anti-patterns in the TRAVIS CI specifications of 894 projects in the corpus (9.60 percent), and achieves a recall of 82.76 percent in a sample of 100 projects.",0,0,0,1,1,0
841,"Furthermore, we propose GRETEL-an anti-pattern removal tool for TRAVIS CI specifications, which can remove 69.60 percent of the most frequently occurring antipattern automatically.",0,0,0,0,1,0
842,"Using GRETEL, we have produced 36 accepted pull requests that remove TRAVIS CI anti-patterns automatically.",0,0,0,0,1,0
843,An important question in a software economy is how to incentivize deep rather than shallow fixes.,1,0,0,0,0,0
844,A deep fix corrects the root cause of a bug instead of suppressing the symptoms.,1,0,0,0,0,0
845,This paper initiates the study of the problem of incentive design for open workflows in fixing code.,0,1,1,0,0,0
846,We model the dynamics of the software ecosystem and introduce subsumption mechanisms.,0,0,1,0,0,0
847,These mechanisms only make use of externally observable information in determining payments and promote competition between workers.,0,0,1,0,0,0
848,"We use a mean field equilibrium methodology to evaluate the performance of these mechanisms, demonstrating in simulation that subsumption mechanisms perform robustly across various environment configurations and satisfy important criteria for market design.",0,0,0,1,0,0
849,Context: The proper management of people can help software organisations to achieve higher levels of success.,1,0,0,0,0,0
850,"However, the limited attention paid to the appropriate use of theories to underpin the research in this area leaves it unclear how to deal with human aspects of software engineers, such as motivation and satisfaction.",1,0,0,0,0,0
851,Objectives: This article aims to expose what drives the motivation and satisfaction of software engineers at work.,0,1,1,0,0,0
852,Methods: A multiple case study was conducted at four software organisations in Brazil.,0,0,0,1,0,0
853,"For 11 months, data was collected using semi-structured interviews, diary studies, and document analyses.",0,0,0,1,0,0
854,"Results: The Theory of Motivation and Satisfaction of Software Engineers (TMS-SE), presented in this article, combines elements from well established theories with new findings, and translates them into the software engineering context.",0,0,0,0,1,0
855,Conclusion: The TMS-SE advances the understanding of people management in the software engineering field and presents a strong conceptual framework for future investigations in this area.,0,0,0,0,0,1
856,Dead code is a bad smell and it appears to be widespread in open-source and commercial software systems.,1,0,0,0,0,0
857,"Surprisingly, dead code has received very little empirical attention from the software engineering research community.",1,0,0,0,0,0
858,"In this paper, we present a multi-study investigation with an overarching goal to study, from the perspective of researchers and developers, when and why developers introduce dead code, howthey perceive and cope with it, and whether dead code is harmful.",0,1,1,1,0,0
859,"To this end, we conducted semi-structured interviews with software professionals and four experiments at the University of Basilicata and the College of William & Mary.",0,0,0,1,0,0
860,"The results suggest that it is worth studying dead code not only in the maintenance and evolution phases, where our results suggest that dead code is harmful, but also in the design and implementation phases.",0,0,0,0,1,0
861,Our results motivate future work to develop techniques for detecting and removing dead code and suggest that developers should avoid this smell.,0,0,0,0,0,1
862,Combinatorial testing (CT) has been proven effective in revealing the failures caused by the interaction of factors that affect the behavior of a system.,1,0,0,0,0,0
863,The theory of Minimal Failure-Causing Schema (MFS) has been proposed to isolate the cause of a failure after CT.,1,0,0,0,0,0
864,Most algorithms that aim to identify MFS focus on handling a single fault in the System Under Test (SUT).,1,0,0,0,0,0
865,"However, we argue that multiple faults are more common in practice, under which masking effects may be triggered so that some failures cannot be observed.",1,0,0,0,0,0
866,"The traditional MFS theory lacks a mechanism to handle such effects; hence, they may incorrectly isolate the MFS.",1,0,0,0,0,0
867,"To address this problem, we propose a new MFS model that takes into account multiple faults.",0,1,1,0,0,0
868,"We first formally analyze the impact of the multiple faults on existing MFS identifying algorithms, especially in situations where masking effects are triggered by multiple faults.",0,0,1,0,0,0
869,We then develop an approach that can assist traditional algorithms to better handle multiple faults.,0,0,1,0,0,0
870,"Empirical studies were conducted using several kinds of open-source software, which showed that multiple faults with masking effects do negatively affect traditional MFS identifying approaches and that our approach can help to alleviate these effects.",0,0,0,1,1,0
871,Malicious users can attack Web applications by exploiting injection vulnerabilities in the source code.,1,0,0,0,0,0
872,This work addresses the challenge of detecting injection vulnerabilities in the server-side code of Java Web applications in a scalable and effective way.,0,1,1,0,0,0
873,We propose an integrated approach that seamlessly combines security slicing with hybrid constraint solving; the latter orchestrates automata-based solving with meta-heuristic search.,0,0,1,0,0,0
874,We use static analysis to extract minimal program slices relevant to security from Web programs and to generate attack conditions.,0,0,1,0,0,0
875,We then apply hybrid constraint solving to determine the satisfiability of attack conditions and thus detect vulnerabilities.,0,0,1,0,0,0
876,"The experimental results, using a benchmark comprising a set of diverse and representative Web applications/services as well as security benchmark applications, show that our approach (implemented in the JOACO tool) is significantly more effective at detecting injection vulnerabilities than state-of-the-art approaches, achieving 98 percent recall, without producing any false alarm.",0,0,0,1,1,0
877,"We also compared the constraint solving module of our approach with state-of-the-art constraint solvers, using six different benchmark suites; our approach correctly solved the highest number of constraints (665 out of 672), without producing any incorrect result, and was the one with the least number of time-out/failing cases.",0,0,0,0,1,0
878,"In both scenarios, the execution time was practically acceptable, given the offline nature of vulnerability detection.",0,0,0,0,1,0
879,It is common practice for developers of user-facing software to transform a mock-up of a graphical user interface (GUI) into code.,1,0,0,0,0,0
880,This process takes place both at an application's inception and in an evolutionary context as GUI changes keep pace with evolving features.,1,0,0,0,0,0
881,"Unfortunately, this practice is challenging and time-consuming.",1,0,0,0,0,0
882,"In this paper, we present an approach that automates this process by enabling accurate prototyping of GUIs via three tasks: detection, classification, and assembly.",0,1,1,0,0,0
883,"First, logical components of a GUI are detected from a mock-up artifact using either computer vision techniques or mock-up metadata.",0,0,1,0,0,0
884,"Then, software repository mining, automated dynamic analysis, and deep convolutional neural networks are utilized to accurately classify GUI-components into domain-specific types (e.g., toggle-button).",0,0,1,0,0,0
885,"Finally, a data-driven, K-nearest-neighbors algorithm generates a suitable hierarchical GUI structure from which a prototype application can be automatically assembled.",0,0,1,0,0,0
886,We implemented this approach for Android in a system called ReDraw.,0,0,0,1,0,0
887,Our evaluation illustrates that ReDraw achieves an average GUI-component classification accuracy of 91 percent and assembles prototype applications that closely mirror target mock-ups in terms of visual affinity while exhibiting reasonable code structure.,0,0,0,0,1,0
888,Interviews with industrial practitioners illustrate ReDraw's potential to improve real development workflows.,0,0,0,1,1,0
889,"Conventional wisdom on model transformations in Model-Driven Engineering (MDE) suggests that they are crucial components in modeling environments to achieve superior automation, whether it be refactoring, simulation, or code generation.",1,0,0,0,0,0
890,"While their relevance is well-accepted, model transformations are challenging to design, implement, and verify because of the inherent complexity that they must encode.",1,0,0,0,0,0
891,"Thus, defining transformations by chaining existing ones is key to success for enhancing their reusability.",1,0,0,0,0,0
892,"This paper proposes an approach, based on well-established algorithms, to support modellers when multiple transformation chains are available to bridge a source metamodel with a target one.",0,1,1,0,0,0
893,The all-important goal of selecting the optimal chain has been based on the quality criteria of coverage and information loss.,0,0,1,0,0,0
894,The feasibility of the approach has been demonstrated by means of experiments operated on chains obtained from transformations borrowed from a publicly available repository.,0,0,0,1,0,0
895,Context: Software is an important part in safety-critical system (SCS) development since it is becoming a major source of hazards.,1,0,0,0,0,0
896,Requirements-related hazards have been associated with many accidents and safety incidents.,1,0,0,0,0,0
897,"Requirements issues tend to be mitigated in companies with high processes maturity levels since they do their business in a systematic, consistent and proactive approach.",1,0,0,0,0,0
898,"However, requirements engineers need systematic guidance to consider safety concerns early in the development process.",1,0,0,0,0,0
899,Goal: the paper investigates which safety practices are suitable to be used in the Requirements Engineering (RE) process for SCS and how to design a safety maturity model for this area.,0,1,1,0,0,0
900,"Method: we followed the design science methodology to propose Uni-REPM SCS, a safety module for Unified Requirements Engineering Process Maturity Model (Uni-REPM).",0,0,0,1,0,0
901,"We also conducted a static validation with two practitioners and nine academic experts to evaluate its coverage, correctness, usefulness, and applicability.",0,0,0,1,0,0
902,"Results: The module has seven main processes, fourteen sub-processes and 148 practices that form the basis of safety processes maturity.",0,0,0,0,1,0
903,"Moreover, we describe its usage through a tool.",0,0,0,0,1,0
904,Conclusions: The validation indicates a good coverage of practices and well receptivity by the experts.,0,0,0,0,0,1
905,"Finally, the module can help companies in evaluating their current practices.",0,0,0,0,0,1
906,"Critical systems that integrate software components (e.g., from third-parties) need to address the risk of residual software defects in these components.",1,0,0,0,0,0
907,Software fault injection is an experimental solution to gauge such risk.,1,0,0,0,0,0
908,"Many error models have been proposed for emulating faulty components, such as by injecting error codes and exceptions, or by corrupting data with bit-flips, boundary values, and random values.",1,0,0,0,0,0
909,"Even if these error models have been able to find breaches in fragile systems, it is unclear whether these errors are in fact representative of software faults.",1,0,0,0,0,0
910,"To pursue this open question, we propose a methodology to analyze how software faults in C/C++ software components turn into errors at components' interfaces (interface error propagation), and present an experimental analysis on what, where, and when to inject interface errors.",0,1,1,1,0,0
911,"The results point out that the traditional error models, as used so far, do not accurately emulate software faults, but that richer interface errors need to be injected, by: injecting both fail-stop behaviors and data corruptions; targeting larger amounts of corrupted data structures; emulating silent data corruptions not signaled by the component; combining bit-flips, boundary values, and data perturbations.",0,0,0,0,1,0
912,"We present an empirical comparison of three test generation techniques, namely, Combinatorial Testing (CT), Random Testing (RT) and Adaptive Random Testing (ART), under different test scenarios.",0,1,1,1,0,0
913,"This is the first study in the literature to account for the (more realistic) testing setting in which the tester may not have complete information about the parameters and constraints that pertain to the system, and to account for the challenge posed by faults (in terms of failure rate).",0,0,1,0,0,0
914,Our study was conducted on nine real-world programs under a total of 1683 test scenarios (combinations of available parameter and constraint information and failure rate).,0,0,0,1,0,0
915,The results show significant differences in the techniques' fault detection ability when faults are hard to detect (failure rates are relatively low).,0,0,0,0,1,0
916,CT performs best overall; no worse than any other in 98 percent of scenarios studied.,0,0,0,0,1,0
917,"ART enhances RT, and is comparable to CT in 96 percent of scenarios, but its computational cost can be up to 3.5 times higher than CT when the program is highly constrained.",0,0,0,0,1,0
918,"Additionally, when constraint information is unavailable for a highly-constrained program, a large random test suite is as effective as CT or ART, yet its computational cost of test generation is significantly lower than that of other techniques.",0,0,0,0,1,0
919,"This paper presents our approach to the quantitative modeling and analysis of highly (re)configurable systems, such as software product lines.",0,1,1,0,0,0
920,Different combinations of the optional features of such a system give rise to combinatorially many individual system variants.,0,0,1,0,0,0
921,"We use a formal modeling language that allows us to model systems with probabilistic behavior, possibly subject to quantitative feature constraints, and able to dynamically install, remove or replace features.",0,0,1,0,0,0
922,"More precisely, our models are defined in the probabilistic feature-oriented language QFLan, a rich domain specific language (DSL) for systems with variability defined in terms of features.",0,0,1,0,0,0
923,"QFLan specifications are automatically encoded in terms of a process algebra whose operational behavior interacts with a store of constraints, and hence allows to separate system configuration from system behavior.",0,0,1,0,0,0
924,"The resulting probabilistic configurations and behavior converge seamlessly in a semantics based on discrete-time Markov chains, thus enabling quantitative analysis.",0,0,1,0,0,0
925,"Our analysis is based on statistical model checking techniques, which allow us to scale to larger models with respect to precise probabilistic analysis techniques.",0,0,1,0,0,0
926,"The analyses we can conduct range from the likelihood of specific behavior to the expected average cost, in terms of feature attributes, of specific system variants.",0,0,1,0,0,0
927,Our approach is supported by a novel Eclipse-based tool which includes state-of-the-art DSL utilities for QFLan based on the Xtext framework as well as analysis plug-ins to seamlessly run statistical model checking analyses.,0,0,1,0,0,0
928,We provide a number of case studies that have driven and validated the development of our framework.,0,0,0,1,1,0
929,We have conducted in-depth interviews with experienced practitioners in the Safety-Critical Systems (SCS) domain in order to investigate several aspects related to requirements specification and safety analysis for SCS.,0,1,1,1,0,0
930,"We interviewed 19 practitioners from eleven SCS companies in different domains with the intention of verifying which approaches they use day-to-day, and what their perceptions are in relation to the approaches used to elicit, analyze, specify and validate safety requirements.",0,1,1,1,0,0
931,The aim of this study is to obtain an in-depth understanding of how requirements engineering is carried out in companies that develop SCS.,0,1,1,0,0,0
932,Temporal properties are important in a wide variety of domains for different purposes.,1,0,0,0,0,0
933,"For example, they can be used to avoid architectural drift in software engineering orto support the regulatory compliance of business processes.",1,0,0,0,0,0
934,"In this work, we study the understandability of three majortemporal property representations: (1) LinearTemporal Logic (LTL) is a formal and well-established logic that offers temporal operators to describe temporal properties; (2) Property Specification Patterns (PSP) are a collection of recurring temporal properties that abstract underlying formal and technical representations; (3) Event Processing Language (EPL) can be used for runtime monitoring of event streams using Complex Event Processing.",0,1,1,0,0,0
935,We conducted two controlled experiments with 216 participants in total to study the understandability of those approaches using a completely randomized design with one alternative per experimental unit.,0,0,0,1,0,0
936,"We hypothesized that PSP, as a highly abstracting pattern language, is easier to understand than LTL and EPL, and that EPL, due to separation of concerns (as one or more queries can be used to explicitly define the truth value change that an observed event pattern causes), is easier to understand than LTL.",0,0,0,0,1,0
937,We found evidence supporting our hypotheses which was statistically significant and reproducible.,0,0,0,0,1,0
938,"In Domain-Specific Modelling (DSM) the general goal is to provide Domain-Specific Modelling Languages (DSMLs) for domain users to model systems using concepts and notations they are familiar with, in their problem domain.",1,0,0,0,0,0
939,"Verifying whether a model satisfies a set of requirements is considered to be an important challenge in DSM, but is nevertheless mostly neglected.",1,0,0,0,0,0
940,"We present a solution in the form of ProMoBox, a framework that integrates the definition and verification of temporal properties in discrete-time behavioural DSMLs, whose semantics can be described as a schedule of graph rewrite rules.",0,1,1,0,0,0
941,"Thanks to the expressiveness of graph rewriting, this covers a very large class of problems.",0,0,1,0,0,0
942,"With ProMoBox, the domain user models not only the system with a DSML, but also its properties, input model, run-time state and output trace.",0,0,1,0,0,0
943,"A DSML is thus comprised of five sublanguages, which share domain-specific syntax, and are generated from a single metamodel.",0,0,1,0,0,0
944,Generic transformations to and from a verification backbone ensure that both the language engineer and the domain user are shielded from underlying notations and techniques.,0,0,1,0,0,0
945,We explicitly model the ProMoBox framework's process in the paper.,0,0,1,0,0,0
946,"Furthermore, we evaluate ProMoBox to assert that it supports the specification and verification of properties in a highly flexible and automated way.",0,0,0,1,0,0
947,"As software evolves, test suite augmentation techniques may be used to identify which part of the program needs to be tested due to code changes and how to generate these new test cases for regression testing.",1,0,0,0,0,0
948,"However, existing techniques focus exclusively on sequential software, without considering concurrent software in which multiple threads may interleave with each other during the execution and thus lead to a combinatorial explosion.",1,0,0,0,0,0
949,"To fill the gap, we propose ConTesa, the first test suite augmentation tool for concurrent software.",0,1,1,0,0,0
950,The goal is to generate new test cases capable of exercising both code changes and the thread interleavings affected by these code changes.,0,1,0,0,0,0
951,At the center of ConTesa is a two-pronged approach.,0,0,1,0,0,0
952,"First, it judiciously reuses the current test inputs while amplifying their interleaving coverage using random thread schedules.",0,0,1,0,0,0
953,"Then, it leverages an incremental symbolic execution technique to generate more test inputs and interleavings, to cover the new concurrency-related program behaviors.",0,0,1,0,0,0
954,We have implemented ConTesa and evaluated it on a set of real-world multithreaded Linux applications.,0,0,0,1,0,0
955,Our results show that it can achieve a significantly high interleaving coverage and reveal more bugs than state-of-the-art testing techniques.,0,0,0,0,1,0
956,"Dependency information (data- and/or control-dependencies) among program variables and program statements is playing crucial roles in a wide range of software-engineering activities, e.g., program slicing, information flow security analysis, debugging, code-optimization, code-reuse, code-understanding.",1,0,0,0,0,0
957,Most existing dependency analyzers focus on mainstream languages and they do not support database applications embedding queries and data-manipulation commands.,1,0,0,0,0,0
958,"The first extension to the languages for relational database management systems, proposed by Willmor et al. in 2004, suffers from the lack of precision in the analysis primarily due to its syntax-based computation and flow insensitivity.",1,0,0,0,0,0
959,Since then no significant contribution is found in this research direction.,1,0,0,0,0,0
960,"This paper extends the Abstract Interpretation framework for static dependency analysis of database applications, providing a semantics-based computation tunable with respect to precision.",0,1,1,0,0,0
961,"More specifically, we instantiate dependency computation by using various relational and non-relational abstract domains, yielding to a detailed comparative analysis with respect to precision and efficiency.",0,0,1,0,0,0
962,"Finally, we present a prototype semDDA, a semantics-based Database Dependency Analyzer integrated with various abstract domains, and we present experimental evaluation results to establish the effectiveness of our approach.",0,0,0,1,0,0
963,"We show an improvement of the precision on an average of 6 percent in the interval, 11 percent in the octagon, 21 percent in the polyhedra and 7 percent in the powerset of intervals abstract domains, as compared to their syntax-based counterpart, for the chosen set of Java Server Page (JSP)-based open-source database-driven web applications as part of the GotoCode project.",0,0,0,0,1,0
964,"As new requirements are introduced and implemented in a software system, developers must identify the set of source code classes which need to be changed.",1,0,0,0,0,0
965,"Therefore, past effort has focused on predicting the set of classes impacted by a requirement.",1,0,0,0,0,0
966,"In this paper, we introduce and evaluate a new type of information based on the intuition that the set of requirements which are associated with historical changes to a specific class are likely to exhibit semantic similarity to new requirements which impact that class.",0,1,1,0,0,0
967,This new Requirements to Requirements Set (R2RS) family of metrics captures the semantic similarity between a new requirement and the set of existing requirements previously associated with a class.,0,0,1,0,0,0
968,The aim of this paper is to present and evaluate the usefulness of R2RS metrics in predicting the set of classes impacted by a requirement.,0,1,1,0,0,0
969,"We consider 18 different R2RS metrics by combining six natural language processing techniques to measure the semantic similarity among texts (e.g., VSM) and three distribution scores to compute overall similarity (e.g., average among similarity scores).",0,0,1,0,0,0
970,"We evaluate if R2RS is useful for predicting impacted classes in combination and against four other families of metrics that are based upon temporal locality of changes, direct similarity to code, complexity metrics, and code smells.",0,0,0,1,0,0
971,"Our evaluation features five classifiers and 78 releases belonging to four large open-source projects, which result in over 700,000 candidate impacted classes.",0,0,0,1,0,0
972,Experimental results show that leveraging R2RS information increases the accuracy of predicting impacted classes practically by an average of more than 60 percent across the various classifiers and projects.,0,0,0,0,1,0
973,"Program comprehension is an important, but hard to measure cognitive process.",1,0,0,0,0,0
974,"This makes it difficult to provide suitable programming languages, tools, or coding conventions to support developers in their everyday work.",1,0,0,0,0,0
975,"Here, we explore whether functional magnetic resonance imaging (fMRI) is feasible for soundly measuring program comprehension.",0,1,1,0,0,0
976,"To this end, we observed 17 participants inside an fMRI scanner while they were comprehending source code.",0,0,0,1,0,0
977,"The results show a clear, distinct activation of five brain regions, which are related to working memory, attention, and language processing, which all fit well to our understanding of program comprehension.",0,0,0,0,1,0
978,"Furthermore, we found reduced activity in the default mode network, indicating the cognitive effort necessary for program comprehension.",0,0,0,0,1,0
979,We also observed that familiarity with Java as underlying programming language reduced cognitive effort during program comprehension.,0,0,0,0,1,0
980,"To gain confidence in the results and the method, we replicated the study with 11 new participants and largely confirmed our findings.",0,0,0,1,0,0
981,"Our results encourage us and, hopefully, others to use fMRI to observe programmers and, in the long run, answer questions, such as: How should we train programmers?",0,0,0,0,0,1
982,Can we train someone to become an excellent programmer?,0,0,0,0,0,1
983,How effective are new languages and tools for program comprehension?,0,0,0,0,0,1
984,Bounded model checking is among the most efficient techniques for the automated verification of concurrent programs.,1,0,0,0,0,0
985,"However, due to the nondeterministic thread interleavings, a large and complex formula is usually required to give an exact encoding of all possible behaviors, which significantly limits the scalability.",1,0,0,0,0,0
986,"Observing that the large formula is usually dominated by the exact encoding of the scheduling constraint, this paper proposes a novel scheduling constraint based abstraction refinement method for multi-threaded C program verification.",0,1,1,0,0,0
987,"Our method is both efficient in practice and complete in theory, which is challenging for existing techniques.",0,0,1,0,0,0
988,"To achieve this, we first proposed an effective and powerful technique which works well for nearly all benchmarks we evaluated.",0,0,1,0,0,0
989,"We have proposed the notion of Event Order Graph (EOG), and have devised two graph-based algorithms over EOG for counterexample validation and refinement generation, which can often obtain a small yet effective refinement constraint.",0,0,1,0,0,0
990,"Then, to ensure completeness, our method was enhanced with two constraint-based algorithms for counterexample validation and refinement generation.",0,0,0,1,0,0
991,Experimental results on SV-COMP 2017 benchmarks and two real-world server systems indicate that our method is promising and significantly outperforms the state-of-the-art tools.,0,0,0,1,1,0
992,We present a new method for the accurate analysis of the quality-of-service (QoS) properties of component-based systems.,0,1,1,0,0,0
993,"Our method takes as input a QoS property of interest and a high-level continuous-time Markov chain (CTMC) model of the analysed system, and refines this CTMC based on observations of the execution times of the system components.",0,0,1,0,0,0
994,The refined CTMC can then be analysed with existing probabilistic model checkers to accurately predict the value of the QoS property.,0,0,0,1,0,0
995,"The paper describes the theoretical foundation underlying this model refinement, the tool we developed to automate it, and two case studies that apply our QoS analysis method to a service-based system implemented using public web services and to an IT support system at a large university, respectively.",0,1,1,1,0,0
996,Our experiments show that traditional CTMC-based QoS analysis can produce highly inaccurate results and may lead to invalid engineering and business decisions.,0,0,0,1,1,0
997,"In contrast, our new method reduced QoS analysis errors by 84.4-89.6 percent for the service-based system and by 94.7-97 percent for the IT support system, significantly lowering the risk of such invalid decisions.",0,0,0,0,1,0
998,Developers use bug reports to triage and fix bugs.,1,0,0,0,0,0
999,"When triaging a bug report, developers must decide whether the bug report is valid (i.e., a real bug).",1,0,0,0,0,0
1000,"A large amount of bug reports are submitted every day, with many of them end up being invalid reports.",1,0,0,0,0,0
1001,Manually determining valid bug report is a difficult and tedious task.,1,0,0,0,0,0
1002,"Thus, an approach that can automatically analyze the validity of a bug report and determine whether a report is valid can help developers prioritize their triaging tasks and avoid wasting time and effort on invalid bug reports.",1,0,0,0,0,0
1003,"In this study, motivated by the above needs, we propose an approach which can determine whether a newly submitted bug report is valid.",0,1,1,0,0,0
1004,Our approach first extracts 33 features from bug reports.,0,0,1,0,0,0
1005,"The extracted features are grouped along 5 dimensions, i.e., reporter experience, collaboration network, completeness, readability and text.",0,0,1,0,0,0
1006,"Based on these features, we use a random forest classifier to identify valid bug reports.",0,0,1,0,0,0
1007,"To evaluate the effectiveness of our approach, we experiment on large-scale datasets containing a total of 560,697 bug reports from five open source projects (i.e., Eclipse, Netbeans, Mozilla, Firefox and Thunderbird).",0,0,0,1,0,0
1008,"On average, across the five datasets, our approach achieves an F1-score for valid bug reports and F1-score for invalid ones of 0.74 and 0.67, respectively.",0,0,0,0,1,0
1009,"Moreover, our approach achieves an average AUC of 0.81.",0,0,0,0,1,0
1010,"In terms of AUC and F1-scores for valid and invalid bug reports, our approach statistically significantly outperforms two baselines using features that are proposed by Zanetti et al. [104] .",0,0,0,0,1,0
1011,We also study the most important features that distinguish valid bug reports from invalid ones.,0,0,0,0,1,0
1012,We find that the textual features of a bug report and reporter's experience are the most important factors to distinguish valid bug reports from invalid ones.,0,0,0,0,1,0
1013,"Context: Families of experiments (i.e., groups of experiments with the same goal) are on the rise in Software Engineering (SE).",1,0,0,0,0,0
1014,Selecting unsuitable aggregation techniques to analyze families may undermine their potential to provide in-depth insights from experiments' results.,1,0,0,0,0,0
1015,Objectives: Identifying the techniques used to aggregate experiments' results within families in SE.,0,1,1,0,0,0
1016,Raising awareness of the importance of applying suitable aggregation techniques to reach reliable conclusions within families.,0,1,0,0,0,0
1017,Method: We conduct a systematic mapping study (SMS) to identify the aggregation techniques used to analyze families of experiments in SE.,0,0,1,1,0,0
1018,We outline the advantages and disadvantages of each aggregation technique according to mature experimental disciplines such as medicine and pharmacology.,0,1,1,0,0,0
1019,We provide preliminary recommendations to analyze and report families of experiments in view of families' common limitations with regard to joint data analysis.,0,1,1,0,0,0
1020,"Results: Several aggregation techniques have been used to analyze SE families of experiments, including Narrative synthesis, Aggregated Data (AD), Individual Participant Data (IPD) mega-trial or stratified, and Aggregation of p-values.",0,0,0,1,1,0
1021,The rationale used to select aggregation techniques is rarely discussed within families.,0,0,0,0,1,0
1022,Families of experiments are commonly analyzed with unsuitable aggregation techniques according to the literature of mature experimental disciplines.,0,0,0,0,1,0
1023,Conclusion: Data analysis' reporting practices should be improved to increase the reliability and transparency of joint results.,0,0,0,0,0,1
1024,AD and IPD stratified appear to be suitable to analyze SE families of experiments.,0,0,0,0,0,1
1025,Combinatorial testing (CT) seeks to detect potential faults caused by various interactions of factors that can influence the software systems.,1,0,0,0,0,0
1026,"When applying CT, it is a common practice to first generate a set of test cases to cover each possible interaction and then to identify the failure-inducing interaction after a failure is detected.",1,0,0,0,0,0
1027,"Although this conventional procedure is simple and forthright, we conjecture that it is not the ideal choice in practice.",1,0,0,0,0,0
1028,This is because 1) testers desire to identify the root cause of failures before all the needed test cases are generated and executed 2) the early identified failure-inducing interactions can guide the remaining test case generation so that many unnecessary and invalid test cases can be avoided.,1,0,0,0,0,0
1029,"For these reasons, we propose a novel CT framework that allows both generation and identification process to interact with each other.",0,1,1,0,0,0
1030,"As a result, both generation and identification stages will be done more effectively and efficiently.",0,0,1,0,0,0
1031,"We conducted a series of empirical studies on several open-source software, the results of which show that our framework can identify the failure-inducing interactions more quickly than traditional approaches while requiring fewer test cases.",0,0,0,1,1,0
1032,Combinatorial testing has been shown to be a very effective strategy for software testing.,1,0,0,0,0,0
1033,"After a failure is detected, the next task is to identify one or more faulty statements in the source code that have caused the failure.",1,0,0,0,0,0
1034,"In this paper, we present a fault localization approach, called BEN, which produces a ranking of statements in terms of their likelihood of being faulty by leveraging the result of combinatorial testing.",0,1,1,0,0,0
1035,BEN consists of two major phases.,0,0,1,0,0,0
1036,"In the first phase, BEN identifies a combination that is very likely to be failure-inducing.",0,0,1,0,0,0
1037,A combination is failure-inducing if it causes any test in which it appears to fail.,0,0,1,0,0,0
1038,"In the second phase, BEN takes as input a failure-inducing combination identified in the first phase and produces a ranking of statements in terms of their likelihood to be faulty.",0,0,1,0,0,0
1039,"We conducted an experiment in which our approach was applied to the Siemens suite and four real-world programs, flex, grep, gzip and sed, from Software Infrastructure Repository (SIR).",0,0,0,1,0,0
1040,The experimental results show that our approach can effectively and efficiently localize the faulty statements in these programs.,0,0,0,0,1,0
1041,"Modern software applications are adapted to different situations (e.g., memory limits, enabling/disabling features, database credentials) by changing the values of configuration options, without any source code modifications.",1,0,0,0,0,0
1042,"According to several studies, this flexibility is expensive as configuration failures represent one of the most common types of software failures.",1,0,0,0,0,0
1043,"They are also hard to debug and resolve as they require a lot of effort to detect which options are misconfigured among a large number of configuration options and values, while comprehension of the code also is hampered by sprinkling conditional checks of the values of configuration options.",1,0,0,0,0,0
1044,"Although researchers have proposed various approaches to help debug or prevent configuration failures, especially from the end users' perspective, this paper takes a step back to understand the process required by practitioners to engineer the run-time configuration options in their source code, the challenges they experience as well as best practices that they have or could adopt.",0,1,1,0,0,0
